Report ID,Title,Publish Date,Start Date,End Date,Summary,URL,Source Name,Source Description,Source City,Source State,Categories,Places,
38918,"$4 trillion Obama budget targets drought, wildfires - Palm Springs Desert Sun (CA)",02/09/2016,02/09/2016, ,,http://www.desertsun.com/story/news/2016/02/09/drought-wildfire-obama-budget/80085102/,,updated 20200519,Palm Springs,CA,"Fire, Society & Public Health, Water Supply & Quality","Arizona, California, Colorado, Idaho, Montana, New Mexico, Nevada, Oregon, Utah, Washington, Wyoming",
33693,"Nation's cattle herd rebuilding, first gain since 2007 - Lincoln Journal Star (NE)",02/06/2015,01/01/2015, ,,http://journalstar.com/business/agriculture/nation-s-cattle-herd-rebuilding-first-gain-since/article_ba6c90a3-bdfc-5a1b-a161-b6e563b5f5a1.html?comment_form=true,,good,Lincoln,NE,Agriculture,"Alaska, Alabama, Arkansas, Arizona, California, Colorado, Connecticut, District of Columbia, Delaware, Florida, Georgia, Hawaii, Iowa, Idaho, Illinois, Indiana, Kansas, Kentucky, Louisiana, Massachusetts, Maryland, Maine, Michigan, Minnesota, Missouri, Mississippi, Montana, North Carolina, North Dakota, Nebraska, New Hampshire, New Jersey, New Mexico, Nevada, New York, Ohio, Oklahoma, Oregon, Pennsylvania, Rhode Island, South Carolina, South Dakota, Tennessee, Texas, Utah, Virginia, Vermont, Washington, Wisconsin, West Virginia, Wyoming",
37607,"Gov. Brown helped drought, wildfires percolate as Bing search topics - Los Angeles Times (CA)",12/21/2015,01/01/2015,12/31/2015,,http://www.latimes.com/business/technology/la-fi-tn-drought-wildfires-bing-20151221-story.html,,good,Los Angeles,CA,Society & Public Health,"Alaska, Alabama, Arkansas, Arizona, California, Colorado, Connecticut, District of Columbia, Delaware, Florida, Georgia, Hawaii, Iowa, Idaho, Illinois, Indiana, Kansas, Kentucky, Louisiana, Massachusetts, Maryland, Maine, Michigan, Minnesota, Missouri, Mississippi, Montana, North Carolina, North Dakota, Nebraska, New Hampshire, New Jersey, New Mexico, Nevada, New York, Ohio, Oklahoma, Oregon, Pennsylvania, Rhode Island, South Carolina, South Dakota, Tennessee, Texas, Utah, Virginia, Vermont, Washington, Wisconsin, West Virginia, Wyoming",
37677,2015 was worst year for wildfire - Bend Bulletin (OR),01/07/2016,01/01/2015,12/31/2015,,http://www.bendbulletin.com/nation/3885305-151/2015-was-worst-year-for-wildfire?referrer=fpblob,,good,Bend,OR,Fire,"Alaska, Alabama, Arkansas, Arizona, California, Colorado, Connecticut, District of Columbia, Delaware, Florida, Georgia, Hawaii, Iowa, Idaho, Illinois, Indiana, Kansas, Kentucky, Louisiana, Massachusetts, Maryland, Maine, Michigan, Minnesota, Missouri, Mississippi, Montana, North Carolina, North Dakota, Nebraska, New Hampshire, New Jersey, New Mexico, Nevada, New York, Ohio, Oklahoma, Oregon, Pennsylvania, Rhode Island, South Carolina, South Dakota, Tennessee, Texas, Utah, Virginia, Vermont, Washington, Wisconsin, West Virginia, Wyoming",
32906,Beef prices soar upward - Brownsville Herald (TX),12/01/2014,10/01/2014,10/31/2014,,http://www.brownsvilleherald.com/news/local/article_35e56cfe-79dd-11e4-9905-47ed7ab802d6.html,,good,Brownsville,TX,"Agriculture, Society & Public Health","Alaska, Alabama, Arkansas, Arizona, California, Colorado, Connecticut, District of Columbia, Delaware, Florida, Georgia, Hawaii, Iowa, Idaho, Illinois, Indiana, Kansas, Kentucky, Louisiana, Massachusetts, Maryland, Maine, Michigan, Minnesota, Missouri, Mississippi, Montana, North Carolina, North Dakota, Nebraska, New Hampshire, New Jersey, New Mexico, Nevada, New York, Ohio, Oklahoma, Oregon, Pennsylvania, Rhode Island, South Carolina, South Dakota, Tennessee, Texas, Utah, Virginia, Vermont, Washington, Wisconsin, West Virginia, Wyoming",
33066,"Why you're paying more for beef, pork and chicken - CBS (NY)",12/10/2014,10/01/2014,10/31/2014,,http://www.cbsnews.com/news/why-youre-paying-more-for-beef-pork-and-chicken/,,updated 20200324,New York,NY,"Agriculture, Society & Public Health","Alaska, Alabama, Arkansas, Arizona, California, Colorado, Connecticut, District of Columbia, Delaware, Florida, Georgia, Hawaii, Iowa, Idaho, Illinois, Indiana, Kansas, Kentucky, Louisiana, Massachusetts, Maryland, Maine, Michigan, Minnesota, Missouri, Mississippi, Montana, North Carolina, North Dakota, Nebraska, New Hampshire, New Jersey, New Mexico, Nevada, New York, Ohio, Oklahoma, Oregon, Pennsylvania, Rhode Island, South Carolina, South Dakota, Tennessee, Texas, Utah, Virginia, Vermont, Washington, Wisconsin, West Virginia, Wyoming",
33181,"Beef, pork prices expected to continue increase in 2015 - Quincy Herald-Whig (IL)",12/16/2014,10/01/2014, ,,http://www.whig.com/story/27629219/beef-pork-prices-expected-to-continue-increase-in-2015,,good,Quincy,IL,"Agriculture, Society & Public Health","Alaska, Alabama, Arkansas, Arizona, California, Colorado, Connecticut, District of Columbia, Delaware, Florida, Georgia, Hawaii, Iowa, Idaho, Illinois, Indiana, Kansas, Kentucky, Louisiana, Massachusetts, Maryland, Maine, Michigan, Minnesota, Missouri, Mississippi, Montana, North Carolina, North Dakota, Nebraska, New Hampshire, New Jersey, New Mexico, Nevada, New York, Ohio, Oklahoma, Oregon, Pennsylvania, Rhode Island, South Carolina, South Dakota, Tennessee, Texas, Utah, Virginia, Vermont, Washington, Wisconsin, West Virginia, Wyoming",
32120,IRS extends deadline for farmers forced to sell livestock due to drought - Sacramento Bee (CA),09/30/2014,09/30/2014,09/30/2015,,http://www.sacbee.com/2014/09/30/6749999/irs-extends-deadline-for-farmers.html,,,Sacramento,CA,"Agriculture, Relief, Response & Restrictions","Alaska, Alabama, Arkansas, Arizona, California, Colorado, Connecticut, District of Columbia, Delaware, Florida, Georgia, Hawaii, Iowa, Idaho, Illinois, Indiana, Kansas, Kentucky, Louisiana, Massachusetts, Maryland, Maine, Michigan, Minnesota, Missouri, Mississippi, Montana, North Carolina, North Dakota, Nebraska, New Hampshire, New Jersey, New Mexico, Nevada, New York, Ohio, Oklahoma, Oregon, Pennsylvania, Rhode Island, South Carolina, South Dakota, Tennessee, Texas, Utah, Virginia, Vermont, Washington, Wisconsin, West Virginia, Wyoming",
31465,Consumer prices edge up 0.1 percent in July - Rapid City Journal (SD),08/20/2014,07/01/2014,07/31/2014,,http://rapidcityjournal.com/business/consumer-prices-edge-up-percent-in-july/article_917965e3-0506-5711-be10-5126b461c1d1.html,,good,Rapid City,SD,"Agriculture, Society & Public Health","Alaska, Alabama, Arkansas, Arizona, California, Colorado, Connecticut, District of Columbia, Delaware, Florida, Georgia, Hawaii, Iowa, Idaho, Illinois, Indiana, Kansas, Kentucky, Louisiana, Massachusetts, Maryland, Maine, Michigan, Minnesota, Missouri, Mississippi, Montana, North Carolina, North Dakota, Nebraska, New Hampshire, New Jersey, New Mexico, Nevada, New York, Ohio, Oklahoma, Oregon, Pennsylvania, Rhode Island, South Carolina, South Dakota, Tennessee, Texas, Utah, Virginia, Vermont, Washington, Wisconsin, West Virginia, Wyoming",
31710,Beef Production Down 9 Percent from Last July - AgWeb.com (MO),08/22/2014,07/01/2014,07/31/2014,,http://www.agweb.com/article/beef_production_down_9_percent_from_last_july_NAA_Wyatt_Bechtel/,,,Mexico,MO,Agriculture,"Alaska, Alabama, Arkansas, Arizona, California, Colorado, Connecticut, District of Columbia, Delaware, Florida, Georgia, Hawaii, Iowa, Idaho, Illinois, Indiana, Kansas, Kentucky, Louisiana, Massachusetts, Maryland, Maine, Michigan, Minnesota, Missouri, Mississippi, Montana, North Carolina, North Dakota, Nebraska, New Hampshire, New Jersey, New Mexico, Nevada, New York, Ohio, Oklahoma, Oregon, Pennsylvania, Rhode Island, South Carolina, South Dakota, Tennessee, Texas, Utah, Virginia, Vermont, Washington, Wisconsin, West Virginia, Wyoming",
29810,USDA official touts disaster assistance funds - Lincoln Journal Star (NE),04/17/2014,04/15/2014,01/31/2015,,http://journalstar.com/business/agriculture/usda-official-touts-disaster-assistance-funds/article_251078f6-eb47-5e14-b717-12ec691904f7.html?comment_form=true,,good,Lincoln,NE,"Agriculture, Relief, Response & Restrictions","Alaska, Alabama, Arkansas, Arizona, California, Colorado, Connecticut, District of Columbia, Delaware, Florida, Georgia, Hawaii, Iowa, Idaho, Illinois, Indiana, Kansas, Kentucky, Louisiana, Massachusetts, Maryland, Maine, Michigan, Minnesota, Missouri, Mississippi, Montana, North Carolina, North Dakota, Nebraska, New Hampshire, New Jersey, New Mexico, Nevada, New York, Ohio, Oklahoma, Oregon, Pennsylvania, Rhode Island, South Carolina, South Dakota, Tennessee, Texas, Utah, Virginia, Vermont, Washington, Wisconsin, West Virginia, Wyoming",
32343,"As harvest wraps up, farmers tally up their crops - Pittsburgh Post-Gazette (PA)",10/19/2014,04/01/2014, ,,http://www.post-gazette.com/business/2014/10/19/Western-Pennsylvania-vegetable-farmers-had-a-very-good-year/stories/201410190072,,not listed,Pittsburgh,PA,"Agriculture, Society & Public Health","Alaska, Alabama, Arkansas, Arizona, California, Colorado, Connecticut, District of Columbia, Delaware, Florida, Georgia, Hawaii, Iowa, Idaho, Illinois, Indiana, Kansas, Kentucky, Louisiana, Massachusetts, Maryland, Maine, Michigan, Minnesota, Missouri, Mississippi, Montana, North Carolina, North Dakota, Nebraska, New Hampshire, New Jersey, New Mexico, Nevada, New York, Ohio, Oklahoma, Oregon, Pennsylvania, Rhode Island, South Carolina, South Dakota, Tennessee, Texas, Utah, Virginia, Vermont, Washington, Wisconsin, West Virginia, Wyoming",
30202,Beef prices spur thoughts of growth - Durango Herald (CO),05/13/2014,03/01/2014,03/31/2014,,http://durangoherald.com/article/20140513/NEWS04/140519790/Beef-prices-spur-thoughts-of-growth-,,updated 20200324,Durango,CO,"Agriculture, Society & Public Health","Alaska, Alabama, Arkansas, Arizona, California, Colorado, Montezuma County, CO, Connecticut, District of Columbia, Delaware, Florida, Georgia, Hawaii, Iowa, Idaho, Illinois, Indiana, Kansas, Kentucky, Louisiana, Massachusetts, Maryland, Maine, Michigan, Minnesota, Missouri, Mississippi, Montana, North Carolina, North Dakota, Nebraska, New Hampshire, New Jersey, New Mexico, Nevada, New York, Ohio, Oklahoma, Oregon, Pennsylvania, Rhode Island, South Carolina, South Dakota, Tennessee, Texas, Utah, Virginia, Vermont, Washington, Wisconsin, West Virginia, Wyoming",
29235,Drought sends beef prices soaring - Milwaukee Journal Sentinel (WI),03/03/2014,01/01/2014,01/31/2014,,http://www.jsonline.com/newswatch/248256871.html,,not listed,Milwaukee,WI,"Agriculture, General Awareness, Society & Public Health","Alaska, Alabama, Arkansas, Arizona, California, Colorado, Connecticut, District of Columbia, Delaware, Florida, Georgia, Hawaii, Iowa, Idaho, Illinois, Indiana, Kansas, Kentucky, Louisiana, Massachusetts, Maryland, Maine, Michigan, Minnesota, Missouri, Mississippi, Montana, North Carolina, North Dakota, Nebraska, New Hampshire, New Jersey, New Mexico, Nevada, New York, Ohio, Oklahoma, Oregon, Pennsylvania, Rhode Island, South Carolina, South Dakota, Tennessee, Texas, Utah, Virginia, Vermont, Washington, Wisconsin, West Virginia, Wyoming",
31125,Fire season in West expected to get more intense - Santa Fe New Mexican (NM),07/23/2014,01/01/2014,07/23/2014,,http://www.santafenewmexican.com/news/fire-season-in-west-expected-to-get-more-intense/article_5d7af9db-0404-5b30-a817-3fb9ca44c2c0.html,,good,Santa Fe,NM,Fire,"Arizona, California, Colorado, Idaho, Montana, New Mexico, Nevada, Oregon, Utah, Washington, Wyoming",
31129,Fire season in West expected to get more intense - Billings Gazette (MT),07/24/2014,01/01/2014,07/23/2014,,http://billingsgazette.com/news/state-and-regional/montana/fire-season-in-west-expected-to-get-more-intense/article_ee971040-610d-5a15-b2d7-2cc9eabde77d.html,,not listed,Billings,MT,Fire,"Arizona, California, Colorado, Idaho, Montana, New Mexico, Nevada, Oregon, Utah, Washington, Wyoming",
31130,Fire season in West expected to get more intense - Sacramento Bee (CA),07/24/2014,01/01/2014,07/23/2014,,http://www.sacbee.com/2014/07/23/6577194/fire-season-in-west-expected-to.html,,,Sacramento,CA,Fire,"Arizona, California, Colorado, Idaho, Montana, New Mexico, Nevada, Oregon, Utah, Washington, Wyoming",
31131,Fire Season in West So Far Is Below Expectations - ABC News (NY),07/24/2014,01/01/2014,07/23/2014,,http://abcnews.go.com/US/wireStory/fire-season-west-expectations-24690063,,updated,New York,NY,Fire,"Arizona, California, Colorado, Idaho, Montana, New Mexico, Nevada, Oregon, Utah, Washington, Wyoming",
31132,Fire Season in West So Far Is Below Expectations - New York Times (NY),07/24/2014,01/01/2014,07/23/2014,,http://www.nytimes.com/aponline/2014/07/24/us/ap-us-western-wildfires.html,,updated 20200515,New York,NY,Fire,"Arizona, California, Colorado, Idaho, Montana, New Mexico, Nevada, Oregon, Utah, Washington, Wyoming",
28429,Beef production to fall - Enid News & Eagle (OK),01/12/2014,12/01/2013, ,,http://www.enidnews.com/agnews/x1186922860/Beef-production-to-fall,,not listed,Enid,OK,"Agriculture, Society & Public Health","Alaska, Alabama, Arkansas, Arizona, California, Colorado, Connecticut, District of Columbia, Delaware, Florida, Georgia, Hawaii, Iowa, Idaho, Illinois, Indiana, Kansas, Kentucky, Louisiana, Massachusetts, Maryland, Maine, Michigan, Minnesota, Missouri, Mississippi, Montana, North Carolina, North Dakota, Nebraska, New Hampshire, New Jersey, New Mexico, Nevada, New York, Ohio, Oklahoma, Oregon, Pennsylvania, Rhode Island, South Carolina, South Dakota, Tennessee, Texas, Utah, Virginia, Vermont, Washington, Wisconsin, West Virginia, Wyoming",
27756,Program Designed to Help Prepare for Droughts - ABC News (NY),11/14/2013,11/14/2013, ,,http://abcnews.go.com/Technology/wireStory/program-designed-prepare-droughts-20896225,,updated,New York,NY,"Relief, Response & Restrictions","Alaska, Alabama, Arkansas, Arizona, California, Colorado, Connecticut, District of Columbia, Delaware, Florida, Georgia, Hawaii, Iowa, Idaho, Illinois, Indiana, Kansas, Kentucky, Louisiana, Massachusetts, Maryland, Maine, Michigan, Minnesota, Missouri, Mississippi, Montana, North Carolina, North Dakota, Nebraska, New Hampshire, New Jersey, New Mexico, Nevada, New York, Ohio, Oklahoma, Oregon, Pennsylvania, Rhode Island, South Carolina, South Dakota, Tennessee, Texas, Utah, Virginia, Vermont, Washington, Wisconsin, West Virginia, Wyoming",
27758,"New federal program designed to help communities prepare for, cope with future severe droughts - Washington Post (DC)",11/14/2013,11/14/2013, ,,http://www.washingtonpost.com/national/new-federal-program-designed-to-help-communities-prepare-for-cope-with-future-severe-droughts/2013/11/15/3448f808-4db4-11e3-97f6-ed8e3053083b_story.html,,Print,Washington,DC,"Agriculture, Relief, Response & Restrictions, Water Supply & Quality","Alaska, Alabama, Arkansas, Arizona, California, Colorado, Connecticut, District of Columbia, Delaware, Florida, Georgia, Hawaii, Iowa, Idaho, Illinois, Indiana, Kansas, Kentucky, Louisiana, Massachusetts, Maryland, Maine, Michigan, Minnesota, Missouri, Mississippi, Montana, North Carolina, North Dakota, Nebraska, New Hampshire, New Jersey, New Mexico, Nevada, New York, Ohio, Oklahoma, Oregon, Pennsylvania, Rhode Island, South Carolina, South Dakota, Tennessee, Texas, Utah, Virginia, Vermont, Washington, Wisconsin, West Virginia, Wyoming",
27759,Program designed to help prepare for droughts - Albany Times-Union (NY),11/15/2013,11/14/2013, ,,http://www.timesunion.com/news/science/article/Program-designed-to-help-prepare-for-droughts-4984633.php,,Updated,Albany,NY,"Agriculture, Relief, Response & Restrictions, Water Supply & Quality","Alaska, Alabama, Arkansas, Arizona, California, Colorado, Connecticut, District of Columbia, Delaware, Florida, Georgia, Hawaii, Iowa, Idaho, Illinois, Indiana, Kansas, Kentucky, Louisiana, Massachusetts, Maryland, Maine, Michigan, Minnesota, Missouri, Mississippi, Montana, North Carolina, North Dakota, Nebraska, New Hampshire, New Jersey, New Mexico, Nevada, New York, Ohio, Oklahoma, Oregon, Pennsylvania, Rhode Island, South Carolina, South Dakota, Tennessee, Texas, Utah, Virginia, Vermont, Washington, Wisconsin, West Virginia, Wyoming",
27760,Program designed to help prepare for droughts - Belleville News-Democrat (IL),11/15/2013,11/14/2013, ,,http://www.bnd.com/2013/11/14/2904613/program-designed-to-help-prepare.html,,not listed,Belleville,IL,"Agriculture, Relief, Response & Restrictions, Water Supply & Quality","Alaska, Alabama, Arkansas, Arizona, California, Colorado, Connecticut, District of Columbia, Delaware, Florida, Georgia, Hawaii, Iowa, Idaho, Illinois, Indiana, Kansas, Kentucky, Louisiana, Massachusetts, Maryland, Maine, Michigan, Minnesota, Missouri, Mississippi, Montana, North Carolina, North Dakota, Nebraska, New Hampshire, New Jersey, New Mexico, Nevada, New York, Ohio, Oklahoma, Oregon, Pennsylvania, Rhode Island, South Carolina, South Dakota, Tennessee, Texas, Utah, Virginia, Vermont, Washington, Wisconsin, West Virginia, Wyoming",
27761,Program designed to help prepare for droughts - Columbus Ledger-Enquirer (GA),11/15/2013,11/14/2013, ,,http://www.ledger-enquirer.com/2013/11/15/2799199/program-designed-to-help-prepare.html,,not listed,Columbus,GA,"Agriculture, Relief, Response & Restrictions, Water Supply & Quality","Alaska, Alabama, Arkansas, Arizona, California, Colorado, Connecticut, District of Columbia, Delaware, Florida, Georgia, Hawaii, Iowa, Idaho, Illinois, Indiana, Kansas, Kentucky, Louisiana, Massachusetts, Maryland, Maine, Michigan, Minnesota, Missouri, Mississippi, Montana, North Carolina, North Dakota, Nebraska, New Hampshire, New Jersey, New Mexico, Nevada, New York, Ohio, Oklahoma, Oregon, Pennsylvania, Rhode Island, South Carolina, South Dakota, Tennessee, Texas, Utah, Virginia, Vermont, Washington, Wisconsin, West Virginia, Wyoming",
27762,Program designed to help prepare for droughts - Brownsville Herald (TX),11/15/2013,11/14/2013, ,,http://www.brownsvilleherald.com/news/us_world/article_9e4df1da-cec1-57a6-ae98-d9903d4d4646.html,,good,Brownsville,TX,"Agriculture, Relief, Response & Restrictions, Water Supply & Quality","Alaska, Alabama, Arkansas, Arizona, California, Colorado, Connecticut, District of Columbia, Delaware, Florida, Georgia, Hawaii, Iowa, Idaho, Illinois, Indiana, Kansas, Kentucky, Louisiana, Massachusetts, Maryland, Maine, Michigan, Minnesota, Missouri, Mississippi, Montana, North Carolina, North Dakota, Nebraska, New Hampshire, New Jersey, New Mexico, Nevada, New York, Ohio, Oklahoma, Oregon, Pennsylvania, Rhode Island, South Carolina, South Dakota, Tennessee, Texas, Utah, Virginia, Vermont, Washington, Wisconsin, West Virginia, Wyoming",
27763,Program designed to help prepare for droughts - Dayton Daily News (OH),11/15/2013,11/14/2013, ,,http://www.daytondailynews.com/news/ap/top-news/program-designed-to-help-prepare-for-droughts/nbsk2/,,good,Dayton,OH,"Agriculture, Relief, Response & Restrictions, Water Supply & Quality","Alaska, Alabama, Arkansas, Arizona, California, Colorado, Connecticut, District of Columbia, Delaware, Florida, Georgia, Hawaii, Iowa, Idaho, Illinois, Indiana, Kansas, Kentucky, Louisiana, Massachusetts, Maryland, Maine, Michigan, Minnesota, Missouri, Mississippi, Montana, North Carolina, North Dakota, Nebraska, New Hampshire, New Jersey, New Mexico, Nevada, New York, Ohio, Oklahoma, Oregon, Pennsylvania, Rhode Island, South Carolina, South Dakota, Tennessee, Texas, Utah, Virginia, Vermont, Washington, Wisconsin, West Virginia, Wyoming",
27685,Cattle on feed numbers drop 8 percent - Capital Press (OR),11/05/2013,10/01/2013, ,,http://www.capitalpress.com/article/20131105/ARTICLE/131109967/1020,,,Salem,OR,Agriculture,"Alaska, Alabama, Arkansas, Arizona, California, Colorado, Connecticut, District of Columbia, Delaware, Florida, Georgia, Hawaii, Iowa, Idaho, Illinois, Indiana, Kansas, Kentucky, Louisiana, Massachusetts, Maryland, Maine, Michigan, Minnesota, Missouri, Mississippi, Montana, North Carolina, North Dakota, Nebraska, New Hampshire, New Jersey, New Mexico, Nevada, New York, Ohio, Oklahoma, Oregon, Pennsylvania, Rhode Island, South Carolina, South Dakota, Tennessee, Texas, Utah, Virginia, Vermont, Washington, Wisconsin, West Virginia, Wyoming",
